,2-gram,count
0,"('donald', 'trump')",5169
1,"('former', 'president')",4449
2,"('mar', 'lago')",1773
3,"('white', 'house')",1697
4,"('truth', 'social')",1551
5,"('affiliate', 'commission')",1296
6,"('may', 'earn')",1295
7,"('earn', 'affiliate')",1290
8,"('commission', 'purchase')",1290
9,"('purchase', 'something')",1289
10,"('something', 'recommended')",1289
11,"('recommended', 'link')",1289
12,"('new', 'york')",1258
13,"('link', 'article')",1181
14,"('social', 'medium')",1170
15,"('president', 'donald')",1094
16,"('trump', 'said')",961
17,"('elon', 'musk')",928
18,"('president', 'trump')",882
19,"('supreme', 'court')",803
20,"('kanye', 'west')",776
21,"('joe', 'biden')",753
22,"('mr', 'trump')",740
23,"('microsoft', 'may')",734
24,"('republican', 'party')",721
25,"('tax', 'return')",719
26,"('trump', 'organization')",693
27,"('midterm', 'election')",623
28,"('nick', 'fuentes')",611
29,"('last', 'week')",607
30,"('fox', 'news')",584
31,"('united', 'state')",578
32,"('presidential', 'election')",525
33,"('vice', 'president')",508
34,"('said', 'trump')",502
35,"('ron', 'desantis')",493
36,"('the', 'former')",482
37,"('medium', 'platform')",475
38,"('two', 'year')",449
39,"('twitter', 'account')",446
40,"('run', 'president')",438
41,"('trump', 'announced')",426
42,"('attorney', 'general')",426
43,"('trump', 'also')",409
44,"('trump', 'account')",395
45,"('justice', 'department')",393
46,"('presidential', 'campaign')",388
47,"('president', 'joe')",377
48,"('special', 'counsel')",371
49,"('white', 'nationalist')",365
50,"('running', 'president')",360
51,"('tuesday', 'night')",356
52,"('trump', 'tax')",352
53,"('mike', 'penny')",345
54,"('musk', 'said')",345
55,"('said', 'would')",328
56,"('president', 'united')",318
57,"('tax', 'fraud')",313
58,"('trump', 'twitter')",305
59,"('america', 'great')",303
60,"('last', 'month')",299
61,"('far', 'right')",296
62,"('the', 'new')",292
63,"('trump', 'reinstated')",288
64,"('way', 'mean')",278
65,"('trump', 'campaign')",276
66,"('make', 'america')",274
67,"('trump', 'wrote')",273
68,"('article', 'donald')",273
69,"('trump', 'would')",270
70,"('palm', 'beach')",266
71,"('white', 'supremacist')",261
72,"('mean', 'committee')",259
73,"('last', 'year')",258
74,"('return', 'twitter')",255
75,"('election', 'result')",251
76,"('back', 'twitter')",249
77,"('the', 'people')",246
78,"('he', 'also')",243
79,"('president', 'mike')",239
80,"('florida', 'governor')",238
81,"('general', 'election')",238
82,"('ex', 'president')",232
83,"('classified', 'document')",232
84,"('gov', 'ron')",230
85,"('trump', 'announcement')",227
86,"('unlimited', 'newsweek')",227
87,"('newsweek', 'trialmicrosoft')",227
88,"('trialmicrosoft', 'may')",227
89,"('allen', 'weisselberg')",226
90,"('year', 'ago')",225
91,"('people', 'spoken')",224
92,"('social', 'security')",222
93,"('ivanka', 'trump')",221
94,"('former', 'vice')",221
95,"('house', 'committee')",219
96,"('criminal', 'investigation')",218
97,"('special', 'master')",217
98,"('white', 'supremacy')",216
99,"('trump', 'former')",215
