,2-gram,count
0,"('leonardo', 'dicaprio')",487
1,"('new', 'york')",333
2,"('year', 'old')",313
3,"('hr', 'min')",250
4,"('getty', 'image')",191
5,"('gigi', 'hadid')",191
6,"('last', 'year')",190
7,"('world', 'series')",183
8,"('united', 'state')",147
9,"('earn', 'affiliate')",144
10,"('affiliate', 'commission')",144
11,"('purchase', 'something')",142
12,"('may', 'earn')",142
13,"('double', 'play')",141
14,"('commission', 'purchase')",140
15,"('something', 'recommended')",140
16,"('recommended', 'link')",140
17,"('link', 'article')",131
18,"('news', 'release')",127
19,"('net', 'worth')",126
20,"('university', 'maine')",126
21,"('phillip', 'susan')",126
22,"('susan', 'morse')",126
23,"('athletic', 'facility')",126
24,"('donated', 'million')",125
25,"('these', 'cooky')",121
26,"('los', 'angeles')",117
27,"('pg', 'hr')",117
28,"('said', 'the')",113
29,"('million', 'million')",112
30,"('nearly', 'million')",108
31,"('phi', 'phi')",108
32,"('microsoft', 'may')",101
33,"('york', 'city')",94
34,"('source', 'told')",92
35,"('private', 'placement')",92
36,"('gigi', 'leo')",91
37,"('drawing', 'held')",89
38,"('twitter', 'com')",89
39,"('year', 'period')",88
40,"('four', 'year')",88
41,"('climate', 'change')",87
42,"('last', 'week')",86
43,"('astros', 'win')",85
44,"('alfond', 'foundation')",84
45,"('million', 'private')",84
46,"('maine', 'foundation')",84
47,"('master', 'facility')",84
48,"('facility', 'plan')",84
49,"('playing', 'surface')",84
50,"('the', 'double')",84
51,"('zayn', 'malik')",84
52,"('million', 'the')",83
53,"('million', 'donation')",80
54,"('he', 'also')",80
55,"('dicaprio', 'gigi')",80
56,"('another', 'million')",79
57,"('security', 'law')",79
58,"('social', 'medium')",77
59,"('golden', 'globe')",77
60,"('it', 'seems')",75
61,"('page', 'six')",75
62,"('two', 'year')",73
63,"('the', 'first')",72
64,"('white', 'house')",72
65,"('win', 'world')",72
66,"('year', 'the')",71
67,"('camila', 'morrone')",71
68,"('fashion', 'week')",69
69,"('real', 'estate')",68
70,"('million', 'dollar')",67
71,"('if', 'allow')",66
72,"('allow', 'cooky')",66
73,"('amazon', 'share')",66
74,"('forward', 'looking')",65
75,"('powerball', 'jackpot')",64
76,"('personal', 'data')",64
77,"('pic', 'twitter')",64
78,"('the', 'actor')",63
79,"('the', 'couple')",63
80,"('jeff', 'bezos')",63
81,"('third', 'party')",62
82,"('former', 'president')",62
83,"('ashton', 'kutcher')",61
84,"('received', 'million')",61
85,"('houston', 'astros')",60
86,"('said', 'it')",59
87,"('blake', 'lively')",59
88,"('mattress', 'mack')",59
89,"('low', 'key')",59
90,"('look', 'like')",58
91,"('super', 'pac')",58
92,"('daughter', 'khai')",58
93,"('all', 'right')",57
94,"('committed', 'million')",57
95,"('foreign', 'affair')",57
96,"('we', 're')",57
97,"('around', 'world')",56
98,"('they', 'also')",56
99,"('the', 'company')",56
