,3-gram,count
0,"('president', 'xi', 'jinping')",1298
1,"('speaker', 'nancy', 'pelosi')",1109
2,"('may', 'earn', 'affiliate')",1052
3,"('earn', 'affiliate', 'commission')",1052
4,"('affiliate', 'commission', 'purchase')",1052
5,"('commission', 'purchase', 'something')",1052
6,"('purchase', 'something', 'recommended')",1052
7,"('something', 'recommended', 'link')",1052
8,"('house', 'speaker', 'nancy')",984
9,"('recommended', 'link', 'article')",937
10,"('microsoft', 'may', 'earn')",881
11,"('president', 'joe', 'biden')",876
12,"('one', 'china', 'policy')",778
13,"('chinese', 'president', 'xi')",747
14,"('people', 'liberation', 'army')",734
15,"('south', 'china', 'sea')",733
16,"('white', 'house', 'said')",719
17,"('people', 'republic', 'china')",703
18,"('tsai', 'ing', 'wen')",658
19,"('chinese', 'communist', 'party')",605
20,"('president', 'tsai', 'ing')",538
21,"('across', 'taiwan', 'strait')",474
22,"('action', 'toward', 'taiwan')",453
23,"('the', 'united', 'state')",413
24,"('aggressive', 'action', 'toward')",397
25,"('china', 'united', 'state')",384
26,"('increasingly', 'aggressive', 'action')",384
27,"('house', 'said', 'biden')",373
28,"('nancy', 'pelosi', 'visit')",371
29,"('coercive', 'increasingly', 'aggressive')",368
30,"('secretary', 'state', 'antony')",361
31,"('state', 'antony', 'blinken')",361
32,"('new', 'cold', 'war')",356
33,"('use', 'nuclear', 'weapon')",331
34,"('first', 'in', 'person')",298
35,"('the', 'white', 'house')",295
36,"('in', 'person', 'meeting')",286
37,"('white', 'house', 'official')",280
38,"('russia', 'invasion', 'ukraine')",275
39,"('united', 'state', 'china')",251
40,"('china', 'invade', 'taiwan')",249
41,"('leader', 'xi', 'jinping')",247
42,"('pelosi', 'visit', 'taiwan')",246
43,"('china', 'core', 'interest')",240
44,"('indo', 'pacific', 'region')",238
45,"('tibet', 'hong', 'kong')",233
46,"('democratic', 'progressive', 'party')",232
47,"('peace', 'stability', 'across')",231
48,"('zero', 'covid', 'policy')",228
49,"('full', 'term', 'condition')",228
50,"('xinjiang', 'tibet', 'hong')",226
51,"('china', 'coercive', 'increasingly')",223
52,"('stability', 'across', 'taiwan')",219
53,"('president', 'vladimir', 'putin')",213
54,"('china', 'policy', 'changed')",211
55,"('self', 'governing', 'island')",207
56,"('taiwan', 'president', 'tsai')",207
57,"('would', 'defend', 'taiwan')",206
58,"('five', 'year', 'term')",200
59,"('core', 'china', 'core')",200
60,"('strategic', 'ambiguity', 'whether')",198
61,"('first', 'red', 'line')",198
62,"('ambiguity', 'whether', 'would')",197
63,"('cooperation', 'biden', 'said')",197
64,"('face', 'to', 'face')",194
65,"('self', 'ruled', 'island')",192
66,"('red', 'line', 'must')",190
67,"('line', 'must', 'crossed')",190
68,"('chinese', 'leader', 'xi')",189
69,"('all', 'right', 'reserved')",189
70,"('russian', 'president', 'vladimir')",187
71,"('need', 'new', 'cold')",187
72,"('attempt', 'part', 'china')",183
73,"('part', 'china', 'invade')",183
74,"('militarily', 'island', 'attacked')",182
75,"('chinese', 'foreign', 'ministry')",181
76,"('nancy', 'pelosi', 'visited')",181
77,"('difference', 'prevent', 'competition')",180
78,"('prevent', 'competition', 'becoming')",180
79,"('undermine', 'peace', 'stability')",180
80,"('per', 'full', 'term')",180
81,"('manage', 'difference', 'prevent')",179
82,"('toward', 'taiwan', 'undermine')",179
83,"('taiwan', 'undermine', 'peace')",179
84,"('south', 'china', 'morning')",178
85,"('china', 'morning', 'post')",178
86,"('relation', 'defense', 'tie')",176
87,"('defense', 'tie', 'taipei')",176
88,"('imminent', 'attempt', 'part')",176
89,"('communist', 'party', 'congress')",175
90,"('taiwan', 'relation', 'act')",175
91,"('would', 'respond', 'militarily')",175
92,"('one', 'country', 'two')",174
93,"('country', 'two', 'system')",174
94,"('taiwan', 'strait', 'broader')",174
95,"('strait', 'broader', 'region')",174
96,"('whether', 'would', 'respond')",172
97,"('respond', 'militarily', 'island')",172
98,"('recognizes', 'government', 'beijing')",171
99,"('government', 'beijing', 'allowing')",171
