,3-gram,count
0,"('may', 'earn', 'affiliate')",1716
1,"('earn', 'affiliate', 'commission')",1716
2,"('affiliate', 'commission', 'purchase')",1716
3,"('commission', 'purchase', 'something')",1716
4,"('purchase', 'something', 'recommended')",1715
5,"('something', 'recommended', 'link')",1715
6,"('president', 'donald', 'trump')",1604
7,"('recommended', 'link', 'article')",1549
8,"('microsoft', 'may', 'earn')",1370
9,"('former', 'president', 'donald')",1335
10,"('president', 'joe', 'biden')",1191
11,"('the', 'associated', 'press')",384
12,"('pic', 'twitter', 'com')",293
13,"('mail', 'in', 'ballot')",283
14,"('election', 'law', 'investigation')",263
15,"('raised', 'million', 'spent')",261
16,"('million', 'spent', 'million')",258
17,"('control', 'house', 'representative')",255
18,"('http', 'apnews', 'com')",243
19,"('apnews', 'com', 'hub')",242
20,"('local', 'election', 'official')",240
21,"('secretary', 'state', 'office')",239
22,"('tuesday', 'midterm', 'election')",222
23,"('all', 'right', 'reserved')",220
24,"('next', 'two', 'year')",220
25,"('sen', 'raphael', 'warnock')",217
26,"('supreme', 'court', 'decision')",216
27,"('standard', 'the', 'thomson')",213
28,"('the', 'thomson', 'reuters')",213
29,"('thomson', 'reuters', 'trust')",212
30,"('reuters', 'trust', 'principle')",212
31,"('catherine', 'cortez', 'masto')",211
32,"('new', 'york', 'time')",198
33,"('ranked', 'choice', 'voting')",194
34,"('cook', 'political', 'report')",192
35,"('voter', 'cast', 'ballot')",191
36,"('seat', 'house', 'representative')",186
37,"('campaign', 'finance', 'disclosure')",180
38,"('link', 'article', 'the')",179
39,"('state', 'attorney', 'general')",178
40,"('donald', 'trump', 'ally')",178
41,"('speaker', 'nancy', 'pelosi')",178
42,"('oversees', 'election', 'law')",177
43,"('law', 'investigation', 'campaign')",177
44,"('investigation', 'campaign', 'finance')",177
45,"('finance', 'disclosure', 'compliance')",177
46,"('raphael', 'warnock', 'republican')",176
47,"('gov', 'ron', 'desantis')",173
48,"('leader', 'kevin', 'mccarthy')",169
49,"('poll', 'closed', 'state')",169
50,"('control', 'house', 'senate')",167
51,"('the', 'united', 'state')",158
52,"('state', 'local', 'time')",158
53,"('cash', 'hand', 'october')",158
54,"('complaint', 'election', 'many')",156
55,"('election', 'many', 'unfounded')",156
56,"('many', 'unfounded', 'pile')",156
57,"('unfounded', 'pile', 'around')",156
58,"('pile', 'around', 'country')",156
59,"('around', 'country', 'investigator')",156
60,"('country', 'investigator', 'tasked')",156
61,"('investigator', 'tasked', 'dealing')",156
62,"('tasked', 'dealing', 'find')",156
63,"('dealing', 'find', 'front')",156
64,"('find', 'front', 'line')",156
65,"('front', 'line', 'defending')",156
66,"('line', 'defending', 'integrity')",156
67,"('ballot', 'drop', 'box')",155
68,"('the', 'new', 'york')",154
69,"('election', 'official', 'say')",153
70,"('vice', 'president', 'kamala')",152
71,"('president', 'kamala', 'harris')",152
72,"('university', 'virginia', 'center')",152
73,"('virginia', 'center', 'politics')",152
74,"('the', 'cook', 'political')",151
75,"('challenger', 'herschel', 'walker')",150
76,"('two', 'year', 'ago')",149
77,"('sabato', 'crystal', 'ball')",149
78,"('crystal', 'ball', 'university')",148
79,"('ball', 'university', 'virginia')",148
80,"('year', 'midterm', 'election')",145
81,"('midterm', 'election', 'the')",144
82,"('president', 'barack', 'obama')",143
83,"('our', 'standard', 'the')",143
84,"('former', 'president', 'trump')",143
85,"('million', 'cash', 'hand')",142
86,"('sen', 'catherine', 'cortez')",141
87,"('the', 'midterm', 'election')",140
88,"('house', 'speaker', 'nancy')",140
89,"('sarah', 'huckabee', 'sander')",134
90,"('center', 'politics', 'microsoft')",134
91,"('politics', 'microsoft', 'may')",134
92,"('republican', 'herschel', 'walker')",132
93,"('minority', 'leader', 'kevin')",132
94,"('state', 'populous', 'county')",131
95,"('if', 'allow', 'cooky')",129
96,"('spent', 'million', 'cash')",128
97,"('state', 'local', 'election')",127
98,"('georgia', 'senate', 'race')",127
99,"('republican', 'national', 'committee')",126
