,4-gram,count
0,"('hour', 'hour', 'hour', 'hour')",848
1,"('may', 'earn', 'affiliate', 'commission')",331
2,"('earn', 'affiliate', 'commission', 'purchase')",331
3,"('affiliate', 'commission', 'purchase', 'something')",331
4,"('commission', 'purchase', 'something', 'recommended')",331
5,"('purchase', 'something', 'recommended', 'link')",331
6,"('microsoft', 'may', 'earn', 'affiliate')",283
7,"('something', 'recommended', 'link', 'article')",261
8,"('intergovernmental', 'panel', 'climate', 'change')",217
9,"('sharm', 'el', 'sheikh', 'egypt')",212
10,"('global', 'warming', 'degree', 'celsius')",193
11,"('degree', 'celsius', 'degree', 'fahrenheit')",154
12,"('limiting', 'global', 'warming', 'degree')",137
13,"('climate', 'envoy', 'john', 'kerry')",130
14,"('cut', 'greenhouse', 'gas', 'emission')",116
15,"('effort', 'limit', 'temperature', 'increase')",105
16,"('climate', 'summit', 'sharm', 'el')",90
17,"('pursue', 'effort', 'limit', 'temperature')",79
18,"('special', 'climate', 'envoy', 'john')",79
19,"('recommended', 'link', 'article', 'the')",78
20,"('climate', 'security', 'global', 'warming')",70
21,"('panel', 'climate', 'change', 'ipcc')",66
22,"('envoy', 'john', 'kerry', 'said')",66
23,"('per', 'full', 'term', 'condition')",66
24,"('framework', 'convention', 'climate', 'change')",63
25,"('warming', 'degree', 'celsius', 'degree')",63
26,"('limit', 'temperature', 'increase', 'said')",62
27,"('secretary', 'general', 'antónio', 'guterres')",57
28,"('security', 'global', 'warming', 'free')",56
29,"('global', 'warming', 'free', 'open')",56
30,"('warming', 'free', 'open', 'indo')",56
31,"('el', 'sheikh', 'egypt', 'nov')",55
32,"('sharm', 'el', 'sheik', 'egypt')",55
33,"('global', 'greenhouse', 'gas', 'emission')",54
34,"('summit', 'sharm', 'el', 'sheik')",54
35,"('last', 'year', 'climate', 'conference')",54
36,"('phasedown', 'unabated', 'coal', 'power')",53
37,"('inefficient', 'fossil', 'fuel', 'subsidy')",53
38,"('said', 'microsoft', 'may', 'earn')",52
39,"('town', 'sharm', 'el', 'sheikh')",51
40,"('global', 'warming', 'climate', 'change')",51
41,"('degree', 'celsius', 'pre', 'industrial')",51
42,"('climate', 'change', 'global', 'warming')",51
43,"('united', 'nation', 'climate', 'summit')",51
44,"('resolve', 'pursue', 'effort', 'limit')",51
45,"('much', 'lower', 'temperature', 'increase')",50
46,"('lower', 'temperature', 'increase', 'compared')",50
47,"('phase', 'inefficient', 'fossil', 'fuel')",50
48,"('celsius', 'pre', 'industrial', 'level')",49
49,"('goal', 'limiting', 'global', 'warming')",48
50,"('standard', 'the', 'thomson', 'reuters')",47
51,"('the', 'thomson', 'reuters', 'trust')",47
52,"('thomson', 'reuters', 'trust', 'principle')",47
53,"('coal', 'oil', 'natural', 'gas')",47
54,"('panel', 'climate', 'change', 'assessment')",47
55,"('commitment', 'limiting', 'global', 'warming')",47
56,"('resort', 'town', 'sharm', 'el')",46
57,"('national', 'oceanic', 'atmospheric', 'administration')",46
58,"('reaffirming', 'commitment', 'limiting', 'global')",46
59,"('celsius', 'degree', 'fahrenheit', 'country')",46
60,"('degree', 'fahrenheit', 'country', 'allegedly')",46
61,"('fahrenheit', 'country', 'allegedly', 'want')",46
62,"('country', 'allegedly', 'want', 'back')",46
63,"('allegedly', 'want', 'back', 'away')",46
64,"('want', 'back', 'away', 'target')",46
65,"('back', 'away', 'target', 'global')",46
66,"('away', 'target', 'global', 'climate')",46
67,"('target', 'global', 'climate', 'summit')",46
68,"('global', 'climate', 'summit', 'noting')",46
69,"('climate', 'change', 'assessment', 'impact')",46
70,"('change', 'assessment', 'impact', 'climate')",46
71,"('assessment', 'impact', 'climate', 'change')",46
72,"('impact', 'climate', 'change', 'much')",46
73,"('climate', 'change', 'much', 'lower')",46
74,"('change', 'much', 'lower', 'temperature')",46
75,"('temperature', 'increase', 'compared', 'resolve')",46
76,"('increase', 'compared', 'resolve', 'pursue')",46
77,"('compared', 'resolve', 'pursue', 'effort')",46
78,"('temperature', 'increase', 'said', 'official')",46
79,"('increase', 'said', 'official', 'statement')",46
80,"('said', 'official', 'statement', 'leader')",46
81,"('official', 'statement', 'leader', 'nation')",46
82,"('statement', 'leader', 'nation', 'the')",46
83,"('leader', 'nation', 'the', 'leader')",46
84,"('nation', 'the', 'leader', 'met')",46
85,"('the', 'leader', 'met', 'bali')",46
86,"('leader', 'met', 'bali', 'indonesia')",46
87,"('met', 'bali', 'indonesia', 'prior')",46
88,"('bali', 'indonesia', 'prior', 'statement')",46
89,"('indonesia', 'prior', 'statement', 'release')",46
90,"('prior', 'statement', 'release', 'the')",46
91,"('statement', 'release', 'the', 'statement')",46
92,"('release', 'the', 'statement', 'come')",46
93,"('the', 'statement', 'come', 'special')",46
94,"('statement', 'come', 'special', 'climate')",46
95,"('come', 'special', 'climate', 'envoy')",46
96,"('john', 'kerry', 'said', 'country')",46
97,"('kerry', 'said', 'country', 'resisted')",46
98,"('said', 'country', 'resisted', 'putting')",46
99,"('country', 'resisted', 'putting', 'degree')",46
