,2-gram,count
0,"('sandy', 'hook')",2286
1,"('alex', 'jones')",1736
2,"('free', 'speech')",717
3,"('conspiracy', 'theory')",619
4,"('speech', 'system')",523
5,"('conspiracy', 'theorist')",468
6,"('elementary', 'school')",464
7,"('donald', 'trump')",447
8,"('school', 'shooting')",441
9,"('hook', 'elementary')",418
10,"('year', 'old')",413
11,"('former', 'president')",392
12,"('punitive', 'damage')",392
13,"('hook', 'family')",346
14,"('jones', 'infowars')",344
15,"('infowars', 'host')",330
16,"('elon', 'musk')",329
17,"('far', 'right')",325
18,"('social', 'medium')",310
19,"('may', 'earn')",273
20,"('mr', 'jones')",272
21,"('earn', 'affiliate')",272
22,"('affiliate', 'commission')",272
23,"('commission', 'purchase')",272
24,"('purchase', 'something')",272
25,"('something', 'recommended')",272
26,"('recommended', 'link')",272
27,"('jones', 'said')",265
28,"('president', 'donald')",264
29,"('jones', 'company')",255
30,"('theorist', 'alex')",245
31,"('link', 'article')",243
32,"('police', 'officer')",240
33,"('video', 'editor')",239
34,"('infowars', 'website')",232
35,"('ordered', 'pay')",229
36,"('hook', 'victim')",229
37,"('said', 'jones')",226
38,"('mass', 'shooting')",220
39,"('microsoft', 'may')",219
40,"('capitol', 'building')",207
41,"('mob', 'attack')",206
42,"('company', 'free')",206
43,"('austin', 'texas')",205
44,"('we', 'take')",196
45,"('kanye', 'west')",196
46,"('officer', 'shot')",195
47,"('house', 'back')",194
48,"('pay', 'nearly')",194
49,"('the', 'family')",193
50,"('infowars', 'founder')",192
51,"('oath', 'keeper')",192
52,"('last', 'week')",189
53,"('hook', 'shooting')",188
54,"('fbi', 'agent')",186
55,"('jan', 'attack')",183
56,"('founder', 'alex')",182
57,"('nearly', 'billion')",180
58,"('connecticut', 'jury')",178
59,"('pleaded', 'guilty')",176
60,"('infowars', 'show')",173
61,"('host', 'alex')",173
62,"('right', 'wing')",172
63,"('shooting', 'hoax')",168
64,"('crisis', 'actor')",165
65,"('false', 'claim')",165
66,"('ordered', 'jones')",163
67,"('defamation', 'lawsuit')",156
68,"('owen', 'shroyer')",152
69,"('billion', 'damage')",152
70,"('samuel', 'christopher')",150
71,"('christopher', 'montoya')",150
72,"('hook', 'school')",150
73,"('ashli', 'babbitt')",148
74,"('jones', 'jones')",148
75,"('hook', 'parent')",147
76,"('guerra', 'gamble')",143
77,"('justine', 'musk')",143
78,"('said', 'according')",142
79,"('year', 'ago')",142
80,"('stop', 'steal')",140
81,"('mr', 'musk')",139
82,"('child', 'six')",137
83,"('million', 'punitive')",134
84,"('inside', 'capitol')",133
85,"('shooting', 'the')",132
86,"('new', 'york')",130
87,"('six', 'month')",129
88,"('district', 'judge')",129
89,"('appeared', 'infowars')",127
90,"('storming', 'capitol')",126
91,"('minute', 'video')",126
92,"('capitol', 'riot')",126
93,"('npr', 'service')",126
94,"('san', 'diego')",125
95,"('two', 'day')",125
96,"('october', 'connecticut')",125
97,"('family', 'said')",125
98,"('jones', 'broadcast')",125
99,"('filed', 'bankruptcy')",124
