,2-gram,count
0,"('war', 'ukraine')",1803
1,"('russian', 'force')",1400
2,"('vladimir', 'putin')",1312
3,"('president', 'volodymyr')",1095
4,"('united', 'state')",1078
5,"('president', 'vladimir')",959
6,"('invasion', 'ukraine')",955
7,"('may', 'earn')",937
8,"('earn', 'affiliate')",935
9,"('affiliate', 'commission')",935
10,"('commission', 'purchase')",935
11,"('purchase', 'something')",935
12,"('something', 'recommended')",935
13,"('recommended', 'link')",935
14,"('prime', 'minister')",892
15,"('npr', 'service')",882
16,"('power', 'plant')",870
17,"('russia', 'ukraine')",828
18,"('ukrainian', 'force')",820
19,"('link', 'article')",816
20,"('russian', 'president')",793
21,"('nuclear', 'power')",779
22,"('ukrainian', 'president')",751
23,"('microsoft', 'may')",727
24,"('foreign', 'minister')",711
25,"('russian', 'troop')",710
26,"('nuclear', 'weapon')",676
27,"('ukraine', 'war')",672
28,"('air', 'defense')",656
29,"('the', 'russian')",637
30,"('russia', 'war')",637
31,"('volodymyr', 'zelenskyy')",608
32,"('support', 'ukraine')",605
33,"('war', 'crime')",600
34,"('dirty', 'bomb')",599
35,"('united', 'nation')",594
36,"('russia', 'invasion')",578
37,"('said', 'the')",557
38,"('russian', 'military')",554
39,"('ukraine', 'the')",551
40,"('black', 'sea')",550
41,"('ukraine', 'russia')",533
42,"('energy', 'infrastructure')",524
43,"('armed', 'force')",524
44,"('said', 'russia')",519
45,"('russian', 'missile')",511
46,"('missile', 'strike')",486
47,"('he', 'said')",480
48,"('kherson', 'region')",476
49,"('city', 'kherson')",459
50,"('russian', 'soldier')",445
51,"('official', 'said')",443
52,"('russian', 'attack')",434
53,"('zaporizhzhia', 'nuclear')",432
54,"('last', 'week')",431
55,"('third', 'party')",424
56,"('european', 'union')",420
57,"('said', 'russian')",405
58,"('news', 'agency')",400
59,"('air', 'defence')",366
60,"('the', 'kremlin')",362
61,"('volodymyr', 'zelensky')",358
62,"('ministry', 'said')",355
63,"('donetsk', 'region')",355
64,"('these', 'cooky')",355
65,"('security', 'council')",353
66,"('zelenskyy', 'said')",340
67,"('defense', 'minister')",321
68,"('ukrainian', 'city')",313
69,"('defense', 'ministry')",313
70,"('ukrainian', 'official')",313
71,"('joe', 'biden')",312
72,"('civilian', 'infrastructure')",312
73,"('year', 'old')",311
74,"('the', 'ukrainian')",311
75,"('national', 'security')",300
76,"('told', 'reporter')",299
77,"('critical', 'infrastructure')",297
78,"('power', 'grid')",296
79,"('minister', 'sergei')",292
80,"('world', 'war')",290
81,"('ukraine', 'energy')",290
82,"('russian', 'army')",288
83,"('russian', 'strike')",288
84,"('said', 'ukraine')",286
85,"('energy', 'agency')",286
86,"('use', 'cooky')",285
87,"('said', 'statement')",279
88,"('use', 'nuclear')",278
89,"('military', 'operation')",278
90,"('missile', 'attack')",275
91,"('social', 'medium')",273
92,"('human', 'right')",271
93,"('white', 'house')",269
94,"('last', 'month')",268
95,"('attack', 'ukraine')",268
96,"('president', 'joe')",267
97,"('ukraine', 'said')",267
98,"('volodymyr', 'zelenskiy')",266
99,"('defense', 'system')",266
