,3-gram,count
0,"('may', 'earn', 'affiliate')",1290
1,"('earn', 'affiliate', 'commission')",1289
2,"('affiliate', 'commission', 'purchase')",1289
3,"('commission', 'purchase', 'something')",1289
4,"('purchase', 'something', 'recommended')",1289
5,"('something', 'recommended', 'link')",1289
6,"('recommended', 'link', 'article')",1181
7,"('president', 'donald', 'trump')",1093
8,"('former', 'president', 'donald')",998
9,"('microsoft', 'may', 'earn')",734
10,"('social', 'medium', 'platform')",473
11,"('the', 'former', 'president')",398
12,"('president', 'joe', 'biden')",377
13,"('former', 'president', 'trump')",339
14,"('president', 'united', 'state')",318
15,"('trump', 'tax', 'return')",287
16,"('article', 'donald', 'trump')",273
17,"('make', 'america', 'great')",269
18,"('way', 'mean', 'committee')",257
19,"('link', 'article', 'donald')",248
20,"('vice', 'president', 'mike')",239
21,"('president', 'mike', 'penny')",239
22,"('gov', 'ron', 'desantis')",230
23,"('unlimited', 'newsweek', 'trialmicrosoft')",227
24,"('newsweek', 'trialmicrosoft', 'may')",227
25,"('trialmicrosoft', 'may', 'earn')",227
26,"('former', 'vice', 'president')",221
27,"('the', 'people', 'spoken')",218
28,"('related', 'articlesstart', 'unlimited')",214
29,"('articlesstart', 'unlimited', 'newsweek')",214
30,"('vox', 'populi', 'vox')",209
31,"('populi', 'vox', 'dei')",209
32,"('link', 'article', 'former')",208
33,"('mar', 'lago', 'resort')",199
34,"('new', 'york', 'post')",198
35,"('new', 'york', 'time')",184
36,"('republican', 'jewish', 'coalition')",181
37,"('article', 'former', 'president')",180
38,"('trump', 'twitter', 'account')",178
39,"('mar', 'lago', 'club')",177
40,"('florida', 'gov', 'ron')",177
41,"('the', 'new', 'york')",175
42,"('people', 'spoken', 'trump')",174
43,"('spoken', 'trump', 'reinstated')",174
44,"('pic', 'twitter', 'com')",173
45,"('truth', 'social', 'platform')",169
46,"('the', 'supreme', 'court')",168
47,"('america', 'great', 'glorious')",163
48,"('trump', 'mar', 'lago')",155
49,"('donald', 'trump', 'jr')",155
50,"('donald', 'trump', 'announced')",147
51,"('candidacy', 'president', 'united')",146
52,"('the', 'daily', 'beast')",146
53,"('social', 'medium', 'site')",146
54,"('donald', 'trump', 'twitter')",145
55,"('platform', 'truth', 'social')",145
56,"('known', 'kanye', 'west')",142
57,"('marjorie', 'taylor', 'greene')",141
58,"('voice', 'people', 'voice')",139
59,"('people', 'voice', 'god')",139
60,"('announcing', 'candidacy', 'president')",137
61,"('palm', 'beach', 'florida')",136
62,"('read', 'full', 'article')",130
63,"('wall', 'street', 'journal')",129
64,"('run', 'white', 'house')",128
65,"('tonight', 'announcing', 'candidacy')",124
66,"('florida', 'governor', 'ron')",124
67,"('expressed', 'anti', 'semitism')",124
68,"('adult', 'survivor', 'act')",123
69,"('formerly', 'known', 'kanye')",123
70,"('commicrosoft', 'may', 'earn')",122
71,"('order', 'make', 'america')",121
72,"('reinstate', 'former', 'president')",119
73,"('mar', 'lago', 'estate')",118
74,"('content', 'moderation', 'council')",118
75,"('truth', 'social', 'trump')",118
76,"('rapper', 'kanye', 'west')",118
77,"('in', 'order', 'make')",116
78,"('click', 'read', 'full')",116
79,"('trump', 'started', 'basically')",115
80,"('started', 'basically', 'screaming')",115
81,"('re', 'talking', 'ye')",114
82,"('post', 'truth', 'social')",112
83,"('house', 'way', 'mean')",112
84,"('governor', 'ron', 'desantis')",111
85,"('manhattan', 'district', 'attorney')",111
86,"('truth', 'social', 'post')",109
87,"('basically', 'screaming', 'table')",109
88,"('screaming', 'table', 'telling')",107
89,"('got', 'along', 'great')",107
90,"('for', 'cnn', 'news')",106
91,"('cnn', 'news', 'newsletter')",106
92,"('news', 'newsletter', 'create')",106
93,"('newsletter', 'create', 'account')",106
94,"('create', 'account', 'cnn')",106
95,"('account', 'cnn', 'commicrosoft')",106
96,"('cnn', 'commicrosoft', 'may')",106
97,"('comment', 'related', 'articlesstart')",106
98,"('new', 'york', 'city')",105
99,"('white', 'house', 'trump')",104
