,3-gram,count
0,"('may', 'earn', 'affiliate')",1135
1,"('earn', 'affiliate', 'commission')",1135
2,"('affiliate', 'commission', 'purchase')",1134
3,"('commission', 'purchase', 'something')",1134
4,"('purchase', 'something', 'recommended')",1133
5,"('something', 'recommended', 'link')",1133
6,"('recommended', 'link', 'article')",1029
7,"('microsoft', 'may', 'earn')",808
8,"('president', 'vladimir', 'putin')",798
9,"('nuclear', 'power', 'plant')",532
10,"('russian', 'president', 'vladimir')",514
11,"('zaporizhzhia', 'nuclear', 'power')",370
12,"('president', 'volodymyr', 'zelenskiy')",274
13,"('russia', 'invasion', 'ukraine')",244
14,"('ukrainian', 'president', 'volodymyr')",237
15,"('the', 'united', 'state')",208
16,"('pic', 'twitter', 'com')",208
17,"('related', 'articlesstart', 'unlimited')",202
18,"('articlesstart', 'unlimited', 'newsweek')",202
19,"('unlimited', 'newsweek', 'trialmicrosoft')",202
20,"('newsweek', 'trialmicrosoft', 'may')",202
21,"('trialmicrosoft', 'may', 'earn')",202
22,"('russia', 'war', 'ukraine')",195
23,"('president', 'joe', 'biden')",187
24,"('president', 'volodymyr', 'zelensky')",169
25,"('atomic', 'energy', 'agency')",155
26,"('foreign', 'minister', 'sergei')",155
27,"('armed', 'force', 'ukraine')",153
28,"('president', 'volodymyr', 'zelenskyy')",151
29,"('spokesman', 'dmitry', 'peskov')",144
30,"('ukraine', 'president', 'volodymyr')",142
31,"('special', 'military', 'operation')",142
32,"('journalist', 'fight', 'frontline')",140
33,"('fight', 'frontline', 'support')",140
34,"('frontline', 'support', 'ukrainska')",140
35,"('support', 'ukrainska', 'pravda')",140
36,"('ukrainska', 'pravda', 'become')",140
37,"('pravda', 'become', 'patron')",140
38,"('world', 'war', 'ii')",140
39,"('president', 'emmanuel', 'macron')",139
40,"('russian', 'foreign', 'minister')",139
41,"('russia', 'foreign', 'ministry')",133
42,"('kremlin', 'spokesman', 'dmitry')",132
43,"('international', 'atomic', 'energy')",131
44,"('full', 'scale', 'invasion')",130
45,"('french', 'president', 'emmanuel')",128
46,"('russia', 'invaded', 'ukraine')",128
47,"('ukraine', 'energy', 'infrastructure')",128
48,"('link', 'article', 'by')",123
49,"('bank', 'dnipro', 'river')",122
50,"('military', 'registration', 'enlistment')",120
51,"('registration', 'enlistment', 'office')",120
52,"('link', 'article', 'reuters')",119
53,"('new', 'start', 'treaty')",118
54,"('black', 'sea', 'fleet')",117
55,"('russian', 'foreign', 'ministry')",116
56,"('institute', 'study', 'war')",114
57,"('minister', 'sergei', 'lavrov')",112
58,"('von', 'der', 'leyen')",111
59,"('price', 'cap', 'russian')",109
60,"('ukrainian', 'air', 'defense')",108
61,"('air', 'defence', 'system')",108
62,"('read', 'original', 'article')",105
63,"('volodymyr', 'zelenskiy', 'said')",104
64,"('reporting', 'reuters', 'editing')",103
65,"('cap', 'russian', 'oil')",101
66,"('the', 'new', 'voice')",100
67,"('use', 'nuclear', 'weapon')",100
68,"('ukrainian', 'armed', 'force')",98
69,"('deputy', 'prime', 'minister')",97
70,"('said', 'russian', 'force')",95
71,"('foreign', 'ministry', 'said')",94
72,"('since', 'war', 'began')",94
73,"('ukraine', 'armed', 'force')",94
74,"('barrel', 'per', 'day')",94
75,"('un', 'nuclear', 'watchdog')",93
76,"('way', 'end', 'war')",91
77,"('link', 'article', 'russia')",91
78,"('link', 'article', 'the')",90
79,"('million', 'barrel', 'per')",90
80,"('the', 'kremlin', 'said')",89
81,"('said', 'last', 'week')",89
82,"('commicrosoft', 'may', 'earn')",87
83,"('black', 'sea', 'grain')",86
84,"('general', 'staff', 'armed')",86
85,"('staff', 'armed', 'force')",86
86,"('russian', 'prisoner', 'war')",86
87,"('ukraine', 'zaporizhzhia', 'nuclear')",86
88,"('invasion', 'ukraine', 'february')",85
89,"('minister', 'dmytro', 'kuleba')",85
90,"('iran', 'north', 'korea')",85
91,"('original', 'article', 'the')",84
92,"('article', 'the', 'new')",84
93,"('foreign', 'ministry', 'comment')",84
94,"('defense', 'ministry', 'comment')",84
95,"('russian', 'missile', 'strike')",83
96,"('anti', 'aircraft', 'gun')",83
97,"('air', 'defense', 'system')",82
98,"('the', 'daily', 'beast')",82
99,"('state', 'antony', 'blinken')",81
