,2-gram,count
0,"('russian', 'force')",1209
1,"('may', 'earn')",1142
2,"('earn', 'affiliate')",1135
3,"('affiliate', 'commission')",1135
4,"('commission', 'purchase')",1134
5,"('purchase', 'something')",1134
6,"('something', 'recommended')",1133
7,"('recommended', 'link')",1133
8,"('vladimir', 'putin')",1125
9,"('link', 'article')",1029
10,"('war', 'ukraine')",1005
11,"('united', 'state')",817
12,"('microsoft', 'may')",808
13,"('president', 'vladimir')",798
14,"('invasion', 'ukraine')",765
15,"('nuclear', 'power')",702
16,"('power', 'plant')",625
17,"('russian', 'president')",618
18,"('russian', 'troop')",597
19,"('president', 'volodymyr')",594
20,"('said', 'russia')",548
21,"('said', 'the')",537
22,"('foreign', 'minister')",516
23,"('last', 'week')",503
24,"('the', 'russian')",498
25,"('armed', 'force')",489
26,"('war', 'crime')",470
27,"('price', 'cap')",463
28,"('russia', 'invasion')",449
29,"('russian', 'military')",435
30,"('zaporizhzhia', 'nuclear')",414
31,"('black', 'sea')",401
32,"('russian', 'missile')",380
33,"('russia', 'ukraine')",376
34,"('russian', 'oil')",373
35,"('russian', 'federation')",372
36,"('missile', 'strike')",370
37,"('energy', 'infrastructure')",355
38,"('ukrainian', 'force')",354
39,"('european', 'union')",353
40,"('official', 'said')",350
41,"('foreign', 'ministry')",350
42,"('last', 'month')",343
43,"('air', 'defense')",333
44,"('prime', 'minister')",333
45,"('ukraine', 'the')",323
46,"('ukraine', 'russia')",320
47,"('he', 'said')",320
48,"('russian', 'foreign')",308
49,"('general', 'staff')",303
50,"('united', 'nation')",302
51,"('security', 'council')",301
52,"('said', 'russian')",300
53,"('support', 'ukraine')",298
54,"('year', 'old')",297
55,"('human', 'right')",292
56,"('civilian', 'infrastructure')",292
57,"('front', 'line')",292
58,"('russia', 'war')",290
59,"('city', 'kherson')",285
60,"('russian', 'attack')",285
61,"('zelenskiy', 'said')",284
62,"('cruise', 'missile')",283
63,"('ukrainian', 'president')",282
64,"('volodymyr', 'zelenskiy')",280
65,"('white', 'house')",275
66,"('north', 'korea')",269
67,"('force', 'ukraine')",266
68,"('biden', 'administration')",264
69,"('ministry', 'said')",262
70,"('the', 'kremlin')",262
71,"('news', 'agency')",258
72,"('russian', 'soldier')",255
73,"('earlier', 'month')",253
74,"('world', 'cup')",252
75,"('defense', 'ministry')",250
76,"('eastern', 'ukraine')",249
77,"('told', 'reporter')",247
78,"('told', 'newsweek')",247
79,"('missile', 'attack')",245
80,"('world', 'war')",240
81,"('said', 'thursday')",238
82,"('ukraine', 'war')",236
83,"('said', 'statement')",231
84,"('ukraine', 'energy')",229
85,"('million', 'people')",229
86,"('nine', 'month')",228
87,"('also', 'said')",228
88,"('joe', 'biden')",227
89,"('biden', 'said')",226
90,"('twitter', 'com')",224
91,"('said', 'would')",224
92,"('dmitry', 'peskov')",223
93,"('end', 'war')",221
94,"('the', 'united')",220
95,"('power', 'grid')",220
96,"('said', 'monday')",217
97,"('the', 'new')",216
98,"('arm', 'control')",216
99,"('new', 'start')",216
