,3-gram,count
0,"('red', 'flag', 'law')",2439
1,"('may', 'earn', 'affiliate')",2439
2,"('earn', 'affiliate', 'commission')",2439
3,"('affiliate', 'commission', 'purchase')",2439
4,"('commission', 'purchase', 'something')",2439
5,"('purchase', 'something', 'recommended')",2439
6,"('something', 'recommended', 'link')",2439
7,"('recommended', 'link', 'article')",2308
8,"('microsoft', 'may', 'earn')",2058
9,"('new', 'york', 'state')",653
10,"('second', 'amendment', 'right')",631
11,"('stricter', 'gun', 'law')",603
12,"('assault', 'weapon', 'ban')",577
13,"('high', 'capacity', 'magazine')",519
14,"('president', 'joe', 'biden')",505
15,"('right', 'bear', 'arm')",499
16,"('gun', 'control', 'law')",475
17,"('keep', 'bear', 'arm')",470
18,"('supreme', 'court', 'ruling')",441
19,"('el', 'paso', 'county')",434
20,"('risk', 'protection', 'order')",414
21,"('concealed', 'carry', 'permit')",413
22,"('law', 'abiding', 'citizen')",409
23,"('right', 'keep', 'bear')",405
24,"('county', 'sheriff', 'office')",404
25,"('news', 'weather', 'sport')",387
26,"('for', 'latest', 'news')",380
27,"('supreme', 'court', 'decision')",371
28,"('latest', 'news', 'weather')",367
29,"('weather', 'sport', 'streaming')",367
30,"('sport', 'streaming', 'video')",367
31,"('streaming', 'video', 'head')",367
32,"('large', 'capacity', 'magazine')",363
33,"('gun', 'control', 'measure')",361
34,"('gun', 'violence', 'prevention')",353
35,"('semi', 'automatic', 'weapon')",346
36,"('extreme', 'risk', 'protection')",343
37,"('national', 'rifle', 'association')",340
38,"('new', 'york', 'law')",320
39,"('elementary', 'school', 'uvalde')",317
40,"('the', 'supreme', 'court')",315
41,"('everytown', 'gun', 'safety')",306
42,"('school', 'uvalde', 'texas')",305
43,"('law', 'enforcement', 'agency')",298
44,"('gun', 'violence', 'archive')",285
45,"('state', 'gun', 'law')",284
46,"('law', 'enforcement', 'officer')",282
47,"('gun', 'safety', 'law')",278
48,"('local', 'law', 'enforcement')",276
49,"('state', 'red', 'flag')",275
50,"('new', 'gun', 'law')",271
51,"('anderson', 'lee', 'aldrich')",264
52,"('gun', 'right', 'group')",262
53,"('magazine', 'hold', 'round')",259
54,"('buffalo', 'new', 'york')",258
55,"('gun', 'right', 'advocate')",256
56,"('ar', 'style', 'rifle')",248
57,"('reduce', 'gun', 'violence')",245
58,"('second', 'amendment', 'sanctuary')",241
59,"('universal', 'background', 'check')",239
60,"('ban', 'assault', 'weapon')",233
61,"('new', 'york', 'time')",232
62,"('tribune', 'content', 'agency')",228
63,"('content', 'agency', 'llc')",228
64,"('agency', 'llc', 'microsoft')",226
65,"('llc', 'microsoft', 'may')",226
66,"('york', 'state', 'rifle')",222
67,"('gun', 'control', 'advocate')",221
68,"('distributed', 'tribune', 'content')",220
69,"('state', 'rifle', 'pistol')",217
70,"('social', 'medium', 'account')",213
71,"('gun', 'owner', 'america')",213
72,"('judge', 'glenn', 'suddaby')",212
73,"('new', 'york', 'new')",210
74,"('center', 'disease', 'control')",209
75,"('prevent', 'gun', 'violence')",209
76,"('high', 'profile', 'mass')",205
77,"('circuit', 'court', 'appeal')",205
78,"('profile', 'mass', 'shooting')",203
79,"('robb', 'elementary', 'school')",203
80,"('link', 'article', 'the')",203
81,"('disease', 'control', 'prevention')",201
82,"('new', 'york', 'city')",199
83,"('federal', 'gun', 'law')",199
84,"('concealed', 'carry', 'law')",198
85,"('nightclub', 'colorado', 'spring')",198
86,"('criminal', 'background', 'check')",195
87,"('struck', 'new', 'york')",192
88,"('colorado', 'red', 'flag')",192
89,"('rifle', 'pistol', 'association')",191
90,"('com', 'distributed', 'tribune')",191
91,"('giffords', 'law', 'center')",188
92,"('support', 'stricter', 'gun')",188
93,"('ban', 'large', 'capacity')",188
94,"('lgbtq', 'nightclub', 'colorado')",187
95,"('law', 'enforcement', 'official')",184
96,"('alcohol', 'tobacco', 'firearm')",175
97,"('background', 'check', 'gun')",174
98,"('oregon', 'state', 'police')",173
99,"('bureau', 'alcohol', 'tobacco')",173
