,3-gram,count
0,"('president', 'donald', 'trump')",929
1,"('former', 'president', 'donald')",689
2,"('president', 'joe', 'biden')",307
3,"('may', 'earn', 'affiliate')",258
4,"('earn', 'affiliate', 'commission')",258
5,"('affiliate', 'commission', 'purchase')",258
6,"('commission', 'purchase', 'something')",258
7,"('purchase', 'something', 'recommended')",258
8,"('something', 'recommended', 'link')",258
9,"('recommended', 'link', 'article')",244
10,"('the', 'former', 'president')",237
11,"('former', 'president', 'trump')",224
12,"('gov', 'ron', 'desantis')",182
13,"('new', 'york', 'time')",176
14,"('microsoft', 'may', 'earn')",171
15,"('former', 'vice', 'president')",167
16,"('vice', 'president', 'mike')",149
17,"('president', 'mike', 'penny')",149
18,"('serve', 'two', 'term')",144
19,"('social', 'medium', 'platform')",143
20,"('modal', 'window', 'beginning')",142
21,"('window', 'beginning', 'dialog')",142
22,"('beginning', 'dialog', 'window')",142
23,"('dialog', 'window', 'escape')",142
24,"('window', 'escape', 'cancel')",142
25,"('escape', 'cancel', 'close')",142
26,"('cancel', 'close', 'window')",142
27,"('close', 'window', 'end')",142
28,"('window', 'end', 'dialog')",142
29,"('end', 'dialog', 'window')",142
30,"('sen', 'chuck', 'grassley')",139
31,"('order', 'make', 'country')",135
32,"('make', 'country', 'successful')",135
33,"('country', 'successful', 'safe')",135
34,"('successful', 'safe', 'glorious')",135
35,"('in', 'order', 'make')",129
36,"('safe', 'glorious', 'probably')",128
37,"('make', 'america', 'great')",126
38,"('gov', 'kim', 'reynolds')",125
39,"('president', 'united', 'state')",120
40,"('the', 'washington', 'post')",118
41,"('florida', 'gov', 'ron')",118
42,"('this', 'modal', 'window')",118
43,"('sioux', 'gateway', 'airport')",114
44,"('the', 'new', 'york')",112
45,"('donald', 'trump', 'president')",111
46,"('endorses', 'donald', 'trump')",106
47,"('pope', 'francis', 'shock')",105
48,"('world', 'endorses', 'donald')",104
49,"('francis', 'shock', 'world')",102
50,"('shock', 'world', 'endorses')",101
51,"('mar', 'lago', 'club')",99
52,"('sioux', 'city', 'iowa')",96
53,"('two', 'term', 'reelected')",96
54,"('committee', 'investigating', 'jan')",95
55,"('house', 'committee', 'investigating')",94
56,"('pic', 'twitter', 'com')",92
57,"('run', 'white', 'house')",92
58,"('former', 'secretary', 'state')",89
59,"('week', 'midterm', 'election')",87
60,"('florida', 'governor', 'ron')",87
61,"('governor', 'ron', 'desantis')",86
62,"('this', 'article', 'originally')",85
63,"('donald', 'trump', 'said')",83
64,"('effort', 'overturn', 'result')",83
65,"('leader', 'republican', 'party')",81
66,"('city', 'iowa', 'thursday')",79
67,"('fake', 'news', 'story')",76
68,"('dialog', 'window', 'the')",76
69,"('the', 'trump', 'organization')",75
70,"('overturn', 'result', 'election')",73
71,"('trump', 'former', 'president')",72
72,"('axelle', 'bauer', 'griffin')",72
73,"('latest', 'breaking', 'update')",72
74,"('breaking', 'update', 'delivered')",72
75,"('update', 'delivered', 'straight')",72
76,"('delivered', 'straight', 'email')",72
77,"('straight', 'email', 'inbox')",72
78,"('palm', 'beach', 'florida')",70
79,"('the', 'latest', 'breaking')",70
80,"('next', 'week', 'midterm')",69
81,"('multi', 'part', 'effort')",68
82,"('donald', 'trump', 'announced')",68
83,"('he', 'said', 'trump')",68
84,"('new', 'york', 'city')",67
85,"('president', 'former', 'president')",66
86,"('gateway', 'airport', 'sioux')",66
87,"('airport', 'sioux', 'city')",66
88,"('email', 'inbox', 'former')",66
89,"('inbox', 'former', 'president')",66
90,"('shall', 'elected', 'office')",66
91,"('elected', 'office', 'president')",66
92,"('new', 'york', 'attorney')",65
93,"('york', 'attorney', 'general')",65
94,"('sen', 'raphael', 'warnock')",65
95,"('olivier', 'douliery', 'abaca')",65
96,"('douliery', 'abaca', 'press')",65
97,"('abaca', 'press', 'tn')",65
98,"('posted', 'social', 'medium')",64
99,"('trump', 'personally', 'orchestrated')",64
