,3-gram,count
0,"('free', 'speech', 'system')",520
1,"('sandy', 'hook', 'elementary')",418
2,"('hook', 'elementary', 'school')",395
3,"('sandy', 'hook', 'family')",346
4,"('may', 'earn', 'affiliate')",272
5,"('earn', 'affiliate', 'commission')",272
6,"('affiliate', 'commission', 'purchase')",272
7,"('commission', 'purchase', 'something')",272
8,"('purchase', 'something', 'recommended')",272
9,"('something', 'recommended', 'link')",272
10,"('president', 'donald', 'trump')",264
11,"('theorist', 'alex', 'jones')",244
12,"('recommended', 'link', 'article')",243
13,"('former', 'president', 'donald')",236
14,"('sandy', 'hook', 'victim')",229
15,"('conspiracy', 'theorist', 'alex')",224
16,"('microsoft', 'may', 'earn')",219
17,"('company', 'free', 'speech')",206
18,"('sandy', 'hook', 'shooting')",188
19,"('founder', 'alex', 'jones')",182
20,"('host', 'alex', 'jones')",172
21,"('infowars', 'founder', 'alex')",162
22,"('elementary', 'school', 'shooting')",157
23,"('samuel', 'christopher', 'montoya')",150
24,"('jones', 'company', 'free')",150
25,"('sandy', 'hook', 'school')",150
26,"('pay', 'nearly', 'billion')",147
27,"('sandy', 'hook', 'parent')",147
28,"('nearly', 'billion', 'damage')",138
29,"('alex', 'jones', 'jones')",134
30,"('alex', 'jones', 'infowars')",132
31,"('million', 'punitive', 'damage')",130
32,"('ordered', 'jones', 'company')",120
33,"('speech', 'system', 'pay')",118
34,"('in', 'october', 'connecticut')",117
35,"('count', 'parading', 'demonstrating')",116
36,"('parading', 'demonstrating', 'picketing')",116
37,"('demonstrating', 'picketing', 'capitol')",116
38,"('picketing', 'capitol', 'building')",116
39,"('pic', 'twitter', 'com')",116
40,"('killed', 'sandy', 'hook')",113
41,"('texas', 'man', 'described')",112
42,"('man', 'described', 'video')",112
43,"('described', 'video', 'editor')",112
44,"('video', 'editor', 'conspiracy')",112
45,"('editor', 'conspiracy', 'theory')",112
46,"('conspiracy', 'theory', 'promoting')",112
47,"('theory', 'promoting', 'infowars')",112
48,"('promoting', 'infowars', 'website')",112
49,"('infowars', 'website', 'pleaded')",112
50,"('website', 'pleaded', 'guilty')",112
51,"('system', 'pay', 'nearly')",111
52,"('scene', 'police', 'officer')",109
53,"('police', 'officer', 'fatally')",109
54,"('officer', 'fatally', 'shot')",109
55,"('woman', 'joined', 'mob')",109
56,"('joined', 'mob', 'attack')",109
57,"('october', 'connecticut', 'jury')",109
58,"('district', 'judge', 'john')",108
59,"('judge', 'john', 'bates')",108
60,"('judge', 'barbara', 'bellis')",108
61,"('pleaded', 'guilty', 'monday')",105
62,"('storming', 'capitol', 'captured')",105
63,"('capitol', 'captured', 'footage')",105
64,"('captured', 'footage', 'scene')",105
65,"('footage', 'scene', 'police')",105
66,"('fatally', 'shot', 'california')",105
67,"('shot', 'california', 'woman')",105
68,"('california', 'woman', 'joined')",105
69,"('infowars', 'host', 'alex')",105
70,"('jury', 'ordered', 'jones')",103
71,"('hook', 'school', 'shooting')",103
72,"('appeared', 'infowars', 'show')",102
73,"('babbitt', 'year', 'old')",101
74,"('house', 'speaker', 'lobby')",101
75,"('house', 'back', 'we')",101
76,"('people', 'house', 'back')",101
77,"('credited', 'video', 'editor')",101
78,"('video', 'editor', 'infowarsstore')",101
79,"('editor', 'infowarsstore', 'com')",101
80,"('affidavit', 'say', 'the')",101
81,"('the', 'officer', 'shot')",101
82,"('officer', 'shot', 'babbitt')",101
83,"('claim', 'election', 'fraud')",101
84,"('stop', 'steal', 'rally')",101
85,"('christopher', 'montoya', 'face')",100
86,"('montoya', 'face', 'maximum')",100
87,"('face', 'maximum', 'sentence')",100
88,"('maximum', 'sentence', 'six')",100
89,"('sentence', 'six', 'month')",100
90,"('six', 'month', 'imprisonment')",100
91,"('month', 'imprisonment', 'pleading')",100
92,"('imprisonment', 'pleading', 'guilty')",100
93,"('misdemeanor', 'count', 'parading')",100
94,"('capitol', 'building', 'district')",100
95,"('building', 'district', 'judge')",100
96,"('john', 'bates', 'scheduled')",100
97,"('bates', 'scheduled', 'sentence')",100
98,"('scheduled', 'sentence', 'montoya')",100
99,"('house', 'committee', 'investigating')",99
